area_type,availability,size,society,total_sqft,bath,balcony,price,site_location,crime_rate,essential_services_nearby
Super built-up  Area,Ready To Move,3 BHK,Shthi S,1525,2.0,2.0,60.0,Vadgaon Budruk,0.36712912468748127,hospital
Built-up  Area,Ready To Move,1 Bedroom,,540,1.0,0.0,36.0,Wadgaon Sheri,0.6109248451521586,school
Super built-up  Area,Ready To Move,3 BHK,Sahtsva,1240,2.0,1.0,84.0,Viman Nagar,0.513194203232033,school
Super built-up  Area,Ready To Move,3 BHK,Mayne A,1245,2.0,1.0,68.0,Vishrant Wadi,0.7362245188976415,school
Plot  Area,Ready To Move,3 Bedroom,,1865,3.0,3.0,350.0,Wagholi,0.39177735082106235,school
Super built-up  Area,18-Mar,2 BHK,Akvam P,1004 - 1204,2.0,0.0,36.43,Wakadewadi,0.9072251753445382,school
Super built-up  Area,Ready To Move,3 BHK,Prityel,1075,2.0,1.0,35.99,Wanowrie,0.6653685455481909,hospital
Built-up  Area,18-May,2 BHK,,2200,2.0,1.0,55.0,Warje,0.3860402263083522,school
Super built-up  Area,Ready To Move,2 BHK,SrireSo,1155,2.0,1.0,60.0,Yerawada,0.7323029128284265,hospital
Super built-up  Area,Ready To Move,2 BHK,Mavelr ,1520,2.0,3.0,62.0,Alandi Road,0.7568898131192863,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Prtanha,3122,6.0,2.0,245.0,Ambegaon Budruk,0.35475400274849345,hospital
Super built-up  Area,Ready To Move,2 BHK,Prncyrn,1290,2.0,1.0,85.0,Anandnagar,0.19805468452651653,hospital
Built-up  Area,Ready To Move,3 BHK,,2300,3.0,,80.0,Aundh,0.467612745924324,hospital
Built-up  Area,Ready To Move,4 Bedroom,,3000,4.0,0.0,200.0,Aundh Road,0.7245317986547865,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Haestt ,361.33Sq. Yards,4.0,,270.0,Balaji Nagar,0.03785736379312732,school
Built-up  Area,Ready To Move,1 BHK,,400,1.0,0.0,14.0,Baner,0.3027434848142655,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1340,2.0,3.0,53.6,Baner road,0.1294815970297971,hospital
Super built-up  Area,Ready To Move,2 BHK,SrntsRV,900,2.0,1.0,95.0,Bhandarkar Road,0.4913280775719381,petrol_pumps
Plot  Area,Ready To Move,6 Bedroom,,1800,4.0,,324.0,Bhavani Peth,0.1980184151455503,hospital
Super built-up  Area,Ready To Move,2 BHK,Koagati,987,2.0,1.0,49.0,Bibvewadi,0.7296696973376031,hospital
Super built-up  Area,Ready To Move,3 BHK,Brglede,1720,3.0,2.0,100.0,Bopodi,0.6329761310652713,school
Super built-up  Area,Ready To Move,2 BHK,Ratlet ,1040,2.0,1.0,50.0,Budhwar Peth,0.4673876863006927,school
Built-up  Area,Ready To Move,2 Bedroom,,900,2.0,0.0,64.0,Bund Garden Road,0.28167693917622916,school
Built-up  Area,Ready To Move,2 BHK,Neess P,1030,2.0,1.0,50.0,Camp,0.7372930614434116,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,GeereEc,2556,3.0,2.0,133.0,Chandan Nagar,0.3693608607386418,school
Super built-up  Area,Ready To Move,3 BHK,KuisePa,1850,3.0,1.0,168.0,Dapodi,0.7964405856843377,hospital
Plot  Area,Ready To Move,4 Bedroom,,750,4.0,3.0,110.0,Deccan Gymkhana,0.3475109020661301,hospital
Super built-up  Area,18-Apr,2 BHK,,1028,2.0,1.0,31.86,Dehu Road,0.11587163165886416,hospital
Super built-up  Area,Ready To Move,2 BHK,BriumMi,1270,2.0,1.0,83.0,Dhankawadi,0.707835892808538,school
Built-up  Area,18-Mar,3 BHK,,1655,3.0,1.0,115.0,Dhayari Phata,0.37212504000819213,school
Built-up  Area,Ready To Move,2 BHK,,940,2.0,1.0,40.0,Dhole Patil Road,0.6117232505246217,hospital
Super built-up  Area,Ready To Move,2 BHK,IBictnd,1050,2.0,2.0,85.0,Erandwane,0.8374555479240755,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,600,4.0,1.0,40.0,Fatima Nagar,0.7793987299452197,school
Super built-up  Area,18-Apr,2 BHK,Aaniaa ,946,2.0,1.0,38.0,Fergusson College Road,0.0626272507747373,hospital
Built-up  Area,Ready To Move,3 BHK,VeSkyva,1726,3.0,3.0,145.0,Ganesh Peth,0.17132993111776285,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Sowerew,2121,4.0,3.0,253.0,Ganeshkhind,0.3778373435113809,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Prlla C,1404,2.0,1.0,75.0,Ghorpade Peth,0.8758067653388569,school
Super built-up  Area,Ready To Move,3 BHK,,1525,2.0,2.0,48.0,Ghorpadi,0.5357918384291442,hospital
Super built-up  Area,Ready To Move,2 BHK,Vaens G,1025,2.0,2.0,57.0,Gokhale Nagar,0.5705682062308559,petrol_pumps
Plot  Area,Ready To Move,5 Bedroom,,1575,4.0,0.0,150.0,Gultekdi,0.8853448171737741,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,860,1.0,1.0,43.0,Guruwar peth,0.5278063847163049,school
Super built-up  Area,Ready To Move,3 BHK,,1223,2.0,1.0,42.81,Hadapsar,0.7265589617940414,hospital
Super built-up  Area,Ready To Move,4 BHK,AnialPa,3750,3.0,,550.0,Hadapsar Industrial Estate,0.021172156188467572,school
Super built-up  Area,Ready To Move,2 BHK,,1197,2.0,1.0,47.8,Hingne Khurd,0.8707658394109865,hospital
Super built-up  Area,Ready To Move,2 BHK,,1150,2.0,1.0,52.75,Jangali Maharaj Road,0.5597944138483847,school
Built-up  Area,Ready To Move,4 Bedroom,Diaste ,4800,5.0,3.0,629.0,Kalyani Nagar,0.46317656732177637,hospital
Super built-up  Area,Ready To Move,2 BHK,Dhows M,1040,2.0,2.0,46.0,Karve Nagar,0.2603319351385942,petrol_pumps
Super built-up  Area,18-May,2 BHK,Bregae ,1310,2.0,2.0,80.0,Karve Road,0.7497566212521475,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Baveles,1788,3.0,2.0,98.34,Kasba Peth,0.1546736682198403,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1144,2.0,2.0,38.55,Katraj,0.852912128093152,hospital
Super built-up  Area,18-Jul,2 BHK,,1070,2.0,2.0,39.0,Khadaki,0.1957113169345902,school
Super built-up  Area,Ready To Move,2 BHK,,1200,2.0,2.0,70.0,Khadki,0.29766499738661656,school
Super built-up  Area,Ready To Move,3 BHK,,1862,3.0,2.0,120.0,Kharadi,0.38290969050614976,school
Plot  Area,Ready To Move,2 Bedroom,,1200,2.0,1.0,58.5,Kondhwa,0.02184177809525978,school
Super built-up  Area,Ready To Move,2 BHK,,970,2.0,2.0,27.0,Kondhwa Budruk,0.538398573386362,petrol_pumps
Super built-up  Area,19-Mar,3 BHK,Oca 2 V,1646,3.0,2.0,79.5,Kondhwa Khurd,0.18287727769631612,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Klark L,4395,4.0,2.0,242.0,Koregaon Park,0.5563801718486747,hospital
Plot  Area,Ready To Move,5 Bedroom,,1200,4.0,1.0,100.0,Kothrud,0.1973269279423122,school
Super built-up  Area,18-Dec,3 BHK,DNionfl,1995,3.0,2.0,135.0,Law College Road,0.18146864716857392,school
Plot  Area,Ready To Move,4 Bedroom,,2400,4.0,2.0,450.0,Laxmi Road,0.07430530286299586,hospital
Super built-up  Area,18-Dec,2 BHK,Maunt M,1085,2.0,1.0,47.74,Lulla Nagar,0.7005352443804184,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,PrityTr,1139,2.0,2.0,56.8,Mahatma Gandhi Road,0.4134648559707865,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1092,2.0,2.0,44.0,Mangalwar peth,0.5336474658194641,school
Super built-up  Area,Ready To Move,3 BHK,MaidoPl,1767,3.0,2.0,98.0,Manik Bagh,0.9132268324549991,school
Built-up  Area,Ready To Move,3 BHK,,1700,3.0,,80.0,Market yard,0.012276042301588852,hospital
Super built-up  Area,Ready To Move,3 BHK,Maonsrn,1692,3.0,2.0,88.0,Model colony,0.8712734809925382,school
Built-up  Area,Ready To Move,3 BHK,,1645,3.0,3.0,100.0,Mukund Nagar,0.5966310590425624,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Aklia R,1345,2.0,1.0,57.0,Mundhawa,0.2480373404998213,hospital
Super built-up  Area,Ready To Move,2 BHK,Krtiqa ,1100,2.0,1.0,60.0,Nagar Road,0.06073444324566213,school
Super built-up  Area,Ready To Move,3 BHK,Mauner ,1408,3.0,3.0,62.0,Nana Peth,0.7933297434103277,school
Plot  Area,Ready To Move,4 Bedroom,,2400,4.0,1.0,240.0,Narayan Peth,0.9275696442188962,hospital
Plot  Area,Ready To Move,4 Bedroom,,1920,4.0,2.0,200.0,Narayangaon,0.43904595685890235,hospital
Plot  Area,Ready To Move,5 Bedroom,LGDewke,6040,4.0,,170.0,Navi Peth,0.1958878438549314,school
Super built-up  Area,Ready To Move,3 BHK,Prtanha,2072,4.0,2.0,150.0,Padmavati,0.5351163911094818,hospital
Super built-up  Area,Ready To Move,2 BHK,Maens G,1420,2.0,1.0,158.0,Parvati Darshan,0.1610766171130651,hospital
Plot  Area,Ready To Move,3 Bedroom,,2040,3.0,2.0,137.0,Pashan,0.044087040867749505,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1220,3.0,2.0,56.0,Paud Road,0.4465984082987112,school
Plot  Area,Ready To Move,4 Bedroom,,1200,4.0,2.0,145.0,Pirangut,0.6591282739679384,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1300,2.0,1.0,79.0,Prabhat Road,0.9600023863759553,school
Super built-up  Area,21-Aug,2 BHK,,1150,2.0,2.0,39.0,Pune Railway Station,0.8311509141249327,hospital
Super built-up  Area,Ready To Move,2 BHK,,1470,2.0,2.0,86.0,Rasta Peth,0.12363097548312907,petrol_pumps
Super built-up  Area,18-May,2 BHK,SStusan,1063,2.0,1.0,31.9,Raviwar Peth,0.837733575224682,hospital
Super built-up  Area,Ready To Move,2 BHK,,1311,2.0,2.0,48.0,Sadashiv Peth,0.5212200983713119,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,,3500,4.0,3.0,350.0,Sahakar Nagar,0.6381185099337484,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,600,2.0,1.0,100.0,Salunke Vihar,0.4588147713157723,hospital
Super built-up  Area,Ready To Move,3 BHK,,1400,2.0,2.0,55.0,Sasson Road,0.9103461695655718,petrol_pumps
Built-up  Area,16-Mar,2 Bedroom,,2200,2.0,0.0,62.0,Satara Road,0.9254915419617609,school
Super built-up  Area,Ready To Move,3 BHK,MenueNo,1430,2.0,2.0,56.0,Senapati Bapat Road,0.6694286873742807,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1060,2.0,2.0,55.0,Shaniwar Peth,0.2916528792514771,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,,1000,2.0,0.0,110.0,Shivaji Nagar,0.6846038947053572,hospital
Super built-up  Area,Ready To Move,3 BHK,Saitya ,1760,3.0,2.0,145.0,Shukrawar Peth,0.26862309462265055,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Suent V,2010,3.0,3.0,92.0,Sinhagad Road,0.6533816096040468,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Wiowsri,1480,2.0,2.0,64.23,Somwar Peth,0.1890415136244259,school
Super built-up  Area,18-Jun,3 BHK,,1230,2.0,2.0,43.5,Swargate,0.3455443067430142,school
Super built-up  Area,Ready To Move,3 BHK,,1300,3.0,3.0,65.0,Tilak Road,0.6151213829955209,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,800,4.0,0.0,120.0,Uruli Devachi,0.7905328659982933,hospital
Super built-up  Area,Ready To Move,4 BHK,Meentan,4850,6.0,2.0,385.0,Vadgaon Budruk,0.41043777655240765,hospital
Super built-up  Area,Ready To Move,2 BHK,GRe 2iv,1100,2.0,1.0,52.0,Wadgaon Sheri,0.1220171400363248,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,SosicCl,1752.12,3.0,2.0,116.0,Viman Nagar,0.921451878113527,school
Super built-up  Area,Ready To Move,2 BHK,,957,2.0,1.0,46.9,Vishrant Wadi,0.9662960516898397,school
Super built-up  Area,20-Jan,1 BHK,Soresea,645 - 936,1.0,0.0,41.9,Wagholi,0.9189178583222702,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,PlhtsHe,1942,3.0,2.0,102.0,Wakadewadi,0.3316204607949834,school
Built-up  Area,Ready To Move,2 BHK,Swhtsna,1000,2.0,2.0,53.0,Wanowrie,0.7660600665454902,petrol_pumps
Super built-up  Area,Ready To Move,1 BHK,IBityin,668,1.0,1.0,36.85,Warje,0.9041487437755308,school
Plot  Area,Ready To Move,5 Bedroom,,3000,6.0,3.0,1000.0,Yerawada,0.4381987729119009,school
Plot  Area,Ready To Move,3 Bedroom,,600,2.0,1.0,80.0,Alandi Road,0.3317335098235795,hospital
Super built-up  Area,Ready To Move,2 BHK,,1089,2.0,1.0,43.55,Ambegaon Budruk,0.9995359868793039,school
Super built-up  Area,Ready To Move,3 BHK,R ra  R,1800,3.0,3.0,90.0,Anandnagar,0.6903400569014567,petrol_pumps
Super built-up  Area,Ready To Move,1 BHK,,960,2.0,1.0,18.0,Aundh,0.5376950712014675,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Pyikad ,1036,2.0,3.0,39.35,Aundh Road,0.7586568561124066,school
Super built-up  Area,Ready To Move,3 BHK,PueraRi,1583,3.0,3.0,105.0,Balaji Nagar,0.9690556356826425,school
Built-up  Area,Ready To Move,4 Bedroom,,3300,4.0,0.0,150.0,Baner,0.6333228130769498,hospital
Super built-up  Area,Ready To Move,2 BHK,Bhise P,1100,2.0,2.0,65.0,Baner road,0.7497311831908878,petrol_pumps
Plot  Area,Ready To Move,1 Bedroom,,800,1.0,1.0,100.0,Bhandarkar Road,0.04583762076728759,hospital
Super built-up  Area,Ready To Move,2 BHK,Prlla C,1246,2.0,1.0,65.0,Bhavani Peth,0.483330220705944,school
Super built-up  Area,Ready To Move,2 BHK,SaisePa,850,2.0,3.0,28.0,Bibvewadi,0.6681719167536874,school
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1196,2.0,2.0,51.51,Bopodi,0.7942557289268918,hospital
Super built-up  Area,Ready To Move,3 BHK,Soitya ,1697,3.0,2.0,114.0,Budhwar Peth,0.29307118502346163,hospital
Built-up  Area,Ready To Move,2 Bedroom,,1000,2.0,0.0,64.0,Bund Garden Road,0.8792493750662448,school
Super built-up  Area,Ready To Move,3 BHK,,1567,3.0,3.0,90.0,Camp,0.7273695153079721,petrol_pumps
Plot  Area,19-Jan,2 Bedroom,,1200,1.0,1.0,36.0,Chandan Nagar,0.27642304851818367,hospital
Plot  Area,Ready To Move,4 Bedroom,Co IIla,3750,6.0,3.0,290.0,Dapodi,0.1197090932873387,hospital
Super built-up  Area,Ready To Move,2 BHK,,950,2.0,2.0,45.0,Deccan Gymkhana,0.417570614825016,school
Super built-up  Area,Ready To Move,2 BHK,Vidil D,1022,2.0,2.0,52.0,Dehu Road,0.4348837036126276,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,PaigeMa,1018,2.0,0.0,23.45,Dhankawadi,0.9121267123490131,school
Plot  Area,Ready To Move,4 Bedroom,,2000,3.0,2.0,25.0,Dhayari Phata,0.9953135503919163,school
Super built-up  Area,Ready To Move,2 BHK,FoapeWa,1322,2.0,2.0,68.0,Dhole Patil Road,0.5146037778582885,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,AreraRe,1800,4.0,2.0,145.0,Erandwane,0.40274717859906106,school
Super built-up  Area,Ready To Move,3 BHK,,1460,2.0,2.0,58.39,Fatima Nagar,0.9664079945143387,petrol_pumps
Super built-up  Area,18-May,2 BHK,,990,2.0,1.0,44.55,Fergusson College Road,0.9500102667066251,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Sancybr,2400,3.0,1.0,260.0,Ganesh Peth,0.00407606832644869,hospital
Super built-up  Area,Ready To Move,3 BHK,Lallere,1635,2.0,2.0,85.0,Ganeshkhind,0.6373604564022437,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,PhestOn,3526,4.0,1.0,558.0,Ghorpade Peth,0.45311494794112805,hospital
Built-up  Area,Ready To Move,4 Bedroom,,3400,3.0,1.0,210.0,Ghorpadi,0.3525593525756704,school
Built-up  Area,Ready To Move,3 BHK,PeBayle,2770,3.0,1.0,460.0,Gokhale Nagar,0.14578775428572088,hospital
Super built-up  Area,Ready To Move,4 BHK,BrontLa,2710 - 3360,5.0,0.0,200.0,Gultekdi,0.7593761877441125,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,ArnzaFi,1533,3.0,2.0,85.0,Guruwar peth,0.5639363546375104,school
Super built-up  Area,Ready To Move,3 BHK,Hiows C,1720,3.0,1.0,134.0,Hadapsar,0.87593902658555,hospital
Super built-up  Area,Ready To Move,3 BHK,,2000,3.0,1.0,200.0,Hadapsar Industrial Estate,0.3068308736283244,school
Super built-up  Area,18-Aug,2 BHK,Aroomba,1185,2.0,2.0,75.84,Hingne Khurd,0.8354752638723164,hospital
Super built-up  Area,19-Dec,2 BHK,,900,2.0,1.0,27.0,Jangali Maharaj Road,0.5023783489686986,hospital
Built-up  Area,Ready To Move,1 BHK,Jae 1hu,395,1.0,1.0,10.25,Kalyani Nagar,0.38316979792430805,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Brods W,1031,2.0,1.0,56.35,Karve Nagar,0.5389473704626877,petrol_pumps
Plot  Area,Ready To Move,6 Bedroom,,2400,8.0,2.0,650.0,Karve Road,0.2375490838570966,school
Super built-up  Area,Ready To Move,4 BHK,G conTh,2650,4.0,2.0,240.0,Kasba Peth,0.6965490178903743,petrol_pumps
Plot  Area,Ready To Move,5 Bedroom,,2400,5.0,1.0,415.0,Katraj,0.2688086945739646,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,SLnssPr,1330,2.0,2.0,46.55,Khadaki,0.10643660250684939,hospital
Super built-up  Area,Ready To Move,2 BHK,Exitym ,1259,2.0,2.0,57.0,Khadki,0.5824170534422727,school
Built-up  Area,Ready To Move,3 BHK,GRvanun,1570,3.0,2.0,88.0,Kharadi,0.6931277783124673,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Prityel,1075,2.0,1.0,36.0,Kondhwa,0.07788557049630951,hospital
Super built-up  Area,18-May,2 BHK,Prtates,1216,2.0,1.0,79.0,Kondhwa Budruk,0.4985675144788615,hospital
Super built-up  Area,Ready To Move,3 BHK,Srisei ,1428,2.0,2.0,66.0,Kondhwa Khurd,0.5396518808947701,school
Super built-up  Area,Ready To Move,2 BHK,,1160,2.0,2.0,40.59,Koregaon Park,0.577838944386616,petrol_pumps
Plot  Area,18-Feb,3 Bedroom,,600,2.0,1.0,110.0,Kothrud,0.7934052387061292,school
Super built-up  Area,Ready To Move,3 BHK,SastyDy,1475,3.0,2.0,70.0,Law College Road,0.9817712507988816,school
Super built-up  Area,Ready To Move,3 BHK,,1754,3.0,2.0,135.0,Laxmi Road,0.6767538245263317,hospital
Super built-up  Area,18-Feb,3 BHK,,1639,3.0,1.0,83.0,Lulla Nagar,0.9750120668457628,school
Super built-up  Area,19-Mar,3 BHK,Puachal,1804,3.0,2.0,102.0,Mahatma Gandhi Road,0.1358119687086039,school
Plot  Area,18-Aug,3 Bedroom,,1200,3.0,2.0,56.2,Mangalwar peth,0.08429239056325633,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1135,2.0,3.0,55.0,Manik Bagh,0.37734380499208686,hospital
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,1260,2.0,2.0,46.62,Market yard,0.9026409109508611,petrol_pumps
Plot  Area,Ready To Move,5 Bedroom,,1440,5.0,1.0,110.0,Model colony,0.3163245335632139,hospital
Built-up  Area,Ready To Move,3 BHK,Asadacy,2160,3.0,2.0,160.0,Mukund Nagar,0.9900711501797983,petrol_pumps
Plot  Area,Ready To Move,7 Bedroom,,700,6.0,,85.0,Mundhawa,0.4176268773613443,school
Super built-up  Area,Ready To Move,2 BHK,,1220,2.0,2.0,59.5,Nagar Road,0.5697785758146531,petrol_pumps
Plot  Area,Ready To Move,2 Bedroom,,1200,2.0,0.0,67.0,Nana Peth,0.0822520852740708,hospital
Super built-up  Area,Ready To Move,2 BHK,Chara N,1300,2.0,3.0,65.0,Narayan Peth,0.7311205271050268,petrol_pumps
Super built-up  Area,Ready To Move,1 BHK,EGdiaAr,605,1.0,1.0,29.0,Narayangaon,0.359764544157,school
Plot  Area,Ready To Move,6 Bedroom,,1230,4.0,1.0,210.0,Navi Peth,0.3294460409246036,hospital
Super built-up  Area,18-Apr,2 BHK,Rosha I,1444,2.0,1.0,75.97,Padmavati,0.41695952819456683,school
Built-up  Area,Ready To Move,2 BHK,,924,2.0,1.0,45.0,Parvati Darshan,0.4687170512630693,school
Super built-up  Area,18-Nov,2 BHK,,1000,2.0,1.0,30.0,Pashan,0.25860344895105836,hospital
Plot  Area,Ready To Move,4 Bedroom,,600,4.0,0.0,95.0,Paud Road,0.22535467927513742,petrol_pumps
Plot  Area,Ready To Move,3 Bedroom,,1200,3.0,3.0,225.0,Pirangut,0.5513050400214091,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Prityel,845,2.0,1.0,29.0,Prabhat Road,0.8245169937320631,school
Super built-up  Area,21-Dec,2 BHK,PrarePa,700,2.0,1.0,35.0,Pune Railway Station,0.18420196824126966,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1187,2.0,2.0,58.0,Rasta Peth,0.19549653993532967,school
Super built-up  Area,Ready To Move,3 BHK,Saconp ,1625,3.0,2.0,55.0,Raviwar Peth,0.5669246539640901,school
Plot  Area,Ready To Move,2 Bedroom,,1200,2.0,2.0,83.0,Sadashiv Peth,0.9064122985141099,school
Super built-up  Area,Ready To Move,2 BHK,ElaleSp,1452.55,2.0,3.0,110.0,Sahakar Nagar,0.9818242789481132,hospital
Built-up  Area,Ready To Move,3 BHK,,2357,3.0,2.0,151.0,Salunke Vihar,0.7442585168255934,school
Super built-up  Area,Ready To Move,2 BHK,,1200,2.0,1.0,49.5,Sasson Road,0.622674449080173,school
Super built-up  Area,Ready To Move,2 BHK,PrityTr,1139,2.0,2.0,56.85,Satara Road,0.012626187117836474,school
Built-up  Area,Ready To Move,1 Bedroom,,600,1.0,0.0,97.5,Senapati Bapat Road,0.5518882236998781,hospital
Super built-up  Area,Ready To Move,3 BHK,PuandHi,1660,3.0,3.0,75.0,Shaniwar Peth,0.7113271770310816,hospital
Super built-up  Area,Ready To Move,2 BHK,Rakulai,1170,2.0,3.0,105.0,Shivaji Nagar,0.013457104304497314,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Srhts P,1448,2.0,2.0,68.0,Shukrawar Peth,0.5900701633108206,hospital
Super built-up  Area,18-May,3 BHK,Alestrb,1762,3.0,3.0,110.0,Sinhagad Road,0.3719870295232327,hospital
Super built-up  Area,Ready To Move,2 BHK,SLireap,1105,2.0,1.0,38.65,Somwar Peth,0.135991974286935,hospital
Super built-up  Area,18-Mar,3 BHK,Miitat ,1825,3.0,1.0,105.0,Swargate,0.3294400376810347,school
Super built-up  Area,19-Dec,1 RK,Rosha I,296,1.0,0.0,22.89,Tilak Road,0.7015445176055449,hospital
Plot  Area,Ready To Move,5 Bedroom,,1200,4.0,1.0,85.0,Uruli Devachi,0.8236166803588066,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,MenueNo,1185,2.0,2.0,43.0,Vadgaon Budruk,0.006047160754622416,petrol_pumps
Built-up  Area,18-Aug,3 BHK,Sryalan,1320,2.0,1.0,38.12,Wadgaon Sheri,0.5685113385368118,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Suelsa ,1058,2.0,1.0,48.0,Viman Nagar,0.6782055474500217,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1220,2.0,2.0,60.0,Vishrant Wadi,0.3760821052810116,petrol_pumps
Super built-up  Area,18-Aug,2 BHK,,925,2.0,1.0,25.0,Wagholi,0.2760549956933065,hospital
Super built-up  Area,18-May,2 BHK,Brglede,1200,2.0,1.0,72.0,Wakadewadi,0.5335409448333305,hospital
Super built-up  Area,Ready To Move,3 BHK,,1160,2.0,2.0,40.6,Wanowrie,0.8458643913976868,petrol_pumps
Plot  Area,Ready To Move,3 Bedroom,,600,4.0,3.0,72.0,Warje,0.14048136242401665,hospital
Super built-up  Area,18-Jul,3 BHK,,1411,3.0,2.0,91.72,Yerawada,0.16856129701490263,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,SNity S,1550,3.0,2.0,78.0,Alandi Road,0.4589487553177276,school
Super built-up  Area,Ready To Move,4 BHK,,3250,4.0,3.0,230.0,Ambegaon Budruk,0.6916659353324071,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,NDionas,2475,4.0,,130.0,Anandnagar,0.45567357846223455,school
Super built-up  Area,22-May,4 BHK,SoineC ,2249.81 - 4112.19,,,260.5,Aundh,0.4980819352612962,petrol_pumps
Super built-up  Area,19-Dec,4 BHK,Puarero,2503,4.0,0.0,188.0,Aundh Road,0.6174210192885726,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Prionad,2524,5.0,2.0,190.0,Balaji Nagar,0.8156148544508103,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1063,2.0,2.0,42.0,Baner,0.5643317387346326,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1077,2.0,1.0,37.7,Baner road,0.32992695459418664,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1200,3.0,2.0,44.0,Bhandarkar Road,0.4906643706189878,school
Built-up  Area,Ready To Move,4 BHK,,1500,3.0,2.0,70.0,Bhavani Peth,0.1604300830731954,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Vaniai ,1045,2.0,2.0,76.77,Bibvewadi,0.059544628237788944,school
Super built-up  Area,Ready To Move,3 BHK,SPavenc,1290,2.0,3.0,45.15,Bopodi,0.6268727557677269,hospital
Super built-up  Area,Ready To Move,2 BHK,SMaxyay,1400,2.0,1.0,78.0,Budhwar Peth,0.8164873040856994,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,,1600,3.0,2.0,58.14,Bund Garden Road,0.09540704368149444,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,3095,3.0,3.0,375.0,Camp,0.8870584139103375,hospital
